0,57
0,57
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,208
0,208
0,208
0,209
0,206
0,207
0,207
0,210
0,207
0,210
0,206
0,209
0,207
0,220
0,206
0,208
0,206
0,206
0,215
0,212
0,212
0,212
0,310
0,280
0,310
0,272
0,314
0,276
0,388
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,1096
0,70
0,70
0,70
0,70
0,69
0,70
0,70
0,69
0,70
0,70
0,69
0,69
0,69
0,69
0,69
0,70
0,70
0,70
0,70
0,70
0,70
0,69
0,69
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,69
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,101
0,101
0,57
0,101
0,101
0,101
0,57
0,101
0,101
0,101
0,90
0,101
0,101
0,101
0,101
0,101
